ID,Posted at,Screen name,Text
526564553686282240,2014-10-27 02:42:27 +0000,bomberos,EMERGENCIA MEDICA Jr. Jauja Cruce Con Jr. Cangallo Lima Lima AMB-3
526564046758490112,2014-10-27 02:40:26 +0000,bomberos,EMERGENCIA MEDICA Av. Monte De Los Olivos (el Bosque) 900 Santiago De Surco AMB-120
526563547875389440,2014-10-27 02:38:27 +0000,bomberos,EMERGENCIA MEDICA Cl. La Punta Urb. Sol De La Molina 000 La Molina AMB-96
526562529028628481,2014-10-27 02:34:24 +0000,bomberos,EMERGENCIA MEDICA Av. Revolucion (andres Belaunde) 3000 Comas AMB-124
526558764414271488,2014-10-27 02:19:27 +0000,bomberos,EMERGENCIA MEDICA Av. Arica Dpt 403 401 San Miguel AMB-83
526557754279100416,2014-10-27 02:15:26 +0000,bomberos,EMERGENCIA MEDICA Jr. Teniente Carlos Jimenez Chavez 292 Chorrillos AMB-13
526557014584225792,2014-10-27 02:12:29 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Uv. N 3 Block 56 A8 Lima M60-5,AMB-83"
526556750032674816,2014-10-27 02:11:26 +0000,bomberos,EMERGENCIA MEDICA Playa Las Conchitas S.n Ancon AMB-163
526555994726608896,2014-10-27 02:08:26 +0000,bomberos,INCENDIO Av. Andres Avelino Caceres Cruce Con Av. General Miguel Iglesias San Juan De Miraflores San Juan De Miraflores RES-134
526555740564357120,2014-10-27 02:07:26 +0000,bomberos,INCENDIO Cl. Manuel Gonzales Prada 800 Surquillo
526554985371545600,2014-10-27 02:04:26 +0000,bomberos,EMERGENCIA MEDICA Av. La Marina Cruce Con Av. Universitaria San Miguel San Miguel
526554984893407233,2014-10-27 02:04:25 +0000,bomberos,EMERGENCIA MEDICA Jr. Alejandro Iglesias Comite 11 Ao Nuevo 160 Comas AMB-124
526553479700283393,2014-10-27 01:58:27 +0000,bomberos,EMERGENCIA MEDICA Av. Jorge Basadre (orrantia) 595 San Isidro
526549957785190400,2014-10-27 01:44:27 +0000,bomberos,EMERGENCIA MEDICA Jr. Huascar 1833 Jesus Maria AMB-202
526548951919783937,2014-10-27 01:40:27 +0000,bomberos,EMERGENCIA MEDICA Av. Cajatambo (lorenzo De Encalada) 398 Rimac AMB-65
526548437970731009,2014-10-27 01:38:25 +0000,bomberos,ACCIDENTE VEHICULAR Panamericana Sur Km 300 Ica RES-171
526546443981828097,2014-10-27 01:30:29 +0000,bomberos,EMERGENCIA MEDICA Av San Martin Santa Eulalia AMB-32
526546226209374210,2014-10-27 01:29:37 +0000,bomberos,EMERGENCIA MEDICA Jr. Renovacion 1252 La Victoria
526543529410322432,2014-10-27 01:18:54 +0000,bomberos,EMERGENCIA MEDICA Av. Universitaria Norte Cruce Con Av. Los Alisos Los Olivos Los Olivos AMB-124
526542848645427200,2014-10-27 01:16:12 +0000,bomberos,EMERGENCIA MEDICA Cl. M. Benlluire 115 Los Olivos AMB-28
526542848284700672,2014-10-27 01:16:12 +0000,bomberos,EMERGENCIA MEDICA Jr. Huancavelica Cruce Con Jr. De La Union Lima Lima AMB-3
526541399001686018,2014-10-27 01:10:26 +0000,bomberos,EMERGENCIA MEDICA Cl. Boulevard De La Literatura 116 San Borja AMB-127
526540910386245632,2014-10-27 01:08:30 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Co. Fundo Pando Ll San Miguel M60-5,AMB-176-1"
526539599322316800,2014-10-27 01:03:17 +0000,bomberos,"ACCIDENTE VEHICULAR Carreteras - Panamericanas Panamericana Sur 15 San Juan De Miraflores M105-1,AMB-13,M11-1"
526534618997354496,2014-10-27 00:43:30 +0000,bomberos,EMERGENCIA MEDICA Cl. Abelardo Murillo 147 Santiago De Surco AMB-120
526533094615310336,2014-10-27 00:37:26 +0000,bomberos,EMERGENCIA MEDICA Av. Las Flores De Primavera (las Flores) 1765 San Juan De Lurigancho AMB-138
526532845884698624,2014-10-27 00:36:27 +0000,bomberos,EMERGENCIA MEDICA Jr. Manuel Prado (manuel Pardo) 745 Lima AMB-4
526532331767889920,2014-10-27 00:34:25 +0000,bomberos,EMERGENCIA MEDICA As. Nio Jesus De Santa Clara Etapa I A Lote 25 Ate AMB-138
526531088215441408,2014-10-27 00:29:28 +0000,bomberos,EMERGENCIA MEDICA Av. Lima (atocongo) 1300 AMB-160
526530074468945920,2014-10-27 00:25:26 +0000,bomberos,EMERGENCIA MEDICA Av. San Martin 900 Pueblo Libre AMB-83
526529323839545344,2014-10-27 00:22:27 +0000,bomberos,EMERGENCIA MEDICA Av. Alfredo Mendiola (panamericana Norte) Cruce Con Av. Carlos Izaguirre Los Olivos Los Olivos AMB-65
526527824967249920,2014-10-27 00:16:30 +0000,bomberos,EMERGENCIA MEDICA Av. Mejico 884 La Victoria AMB-127
526527053328568320,2014-10-27 00:13:26 +0000,bomberos,EMERGENCIA MEDICA Av. La Laguna Grande 1000 La Molina AMB-96
526527052984639490,2014-10-27 00:13:26 +0000,bomberos,EMERGENCIA MEDICA Av. Las Palmeras 5300 Los Olivos AMB-124
526526577258295298,2014-10-27 00:11:33 +0000,bomberos,EMERGENCIA MEDICA Av. Elmer Faucett (javier Heraud) 201 Callao MED-18
526526043877036034,2014-10-27 00:09:25 +0000,bomberos,EMERGENCIA MEDICA Cl. Rodin (28 Norte) 200 Surquillo AMB-28
526525542259261441,2014-10-27 00:07:26 +0000,bomberos,"ACCIDENTE VEHICULAR Playa Barranca AMB-73,RES-73"
526525063412342785,2014-10-27 00:05:32 +0000,bomberos,EMERGENCIA MEDICA Av. Sucre 600 Magdalena Del Mar
526521033101414400,2014-10-26 23:49:31 +0000,bomberos,EMERGENCIA MEDICA Av. Tomas Valle 2800 Callao AMB-65
526517747485011968,2014-10-26 23:36:27 +0000,bomberos,EMERGENCIA MEDICA Av. Del Ejercito (augusto Perez Aranibar) 375 Magdalena Del Mar MED-100
526514962253225984,2014-10-26 23:25:23 +0000,bomberos,EMERGENCIA MEDICA Urb. Milagro 1 Huaral AMB-44
526511696236773376,2014-10-26 23:12:25 +0000,bomberos,INCENDIO Av. Las Gaviotas 1000 Chorrillos M13-1
526510695878508544,2014-10-26 23:08:26 +0000,bomberos,INCENDIO Av. Manuel Del Valle 000 Pachacamac
526510695337447425,2014-10-26 23:08:26 +0000,bomberos,EMERGENCIA MEDICA Cl. Sucren 1era Zona De Collique 124 Comas AMB-164
526510450486546432,2014-10-26 23:07:28 +0000,bomberos,EMERGENCIA MEDICA Aav. Tacna 1 Lima AMB-3
526509187132846080,2014-10-26 23:02:26 +0000,bomberos,"ACCIDENTE VEHICULAR Pr. Javier Prado Cruce Con Cl. Berlin Ate - Vitarte Ate M138-4,AMB-96,RES-138"
526508694620884993,2014-10-26 23:00:29 +0000,bomberos,EMERGENCIA MEDICA Av. Progreso (almirante Miguel Grau) 152 Callao MED-34
526507929290432512,2014-10-26 22:57:27 +0000,bomberos,EMERGENCIA MEDICA Ma. Armendariz (de La Reserva) 800 Miraflores AMB-13
526507672947146752,2014-10-26 22:56:25 +0000,bomberos,EMERGENCIA MEDICA Cl. Narciso De La Colina 636 Surquillo AMB-11
526506675277402113,2014-10-26 22:52:28 +0000,bomberos,"INCENDIO Urb. Los Farros De San Joaquin Ica AMB-22,CD-VI"
526506406674169856,2014-10-26 22:51:24 +0000,bomberos,"ACCIDENTE VEHICULAR Cl. Comandante Juan Fanning 100 Miraflores MED-100,RES-28,M11-1"
526502901913767936,2014-10-26 22:37:28 +0000,bomberos,EMERGENCIA MEDICA Av. Belen 140 San Isidro AMB-28
526502402477019137,2014-10-26 22:35:29 +0000,bomberos,EMERGENCIA MEDICA Jr. Tacna 565 La Perla AMB-7
526501891589828609,2014-10-26 22:33:27 +0000,bomberos,EMERGENCIA MEDICA Colegio San Jose Ica AMB-22
526500631876759552,2014-10-26 22:28:27 +0000,bomberos,EMERGENCIA MEDICA Av. Alameda San Marcos (a) 000 Chorrillos AMB-13
526499868618264576,2014-10-26 22:25:25 +0000,bomberos,EMERGENCIA MEDICA Cl. Los Robles 300 Santa Anita AMB-8
526498623220367361,2014-10-26 22:20:28 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Costanera (costa Verde) 000 Magdalena Del Mar M100-2,MED-100,M36-1"
526497869894000640,2014-10-26 22:17:28 +0000,bomberos,EMERGENCIA MEDICA Ah. San Juan De Amancaes 15 Lt 3 Pj 26 Rimac
526496350129909760,2014-10-26 22:11:26 +0000,bomberos,INCENDIO Ah. Ancieta Alta E El Agustino M138-4
526495865285136384,2014-10-26 22:09:30 +0000,bomberos,EMERGENCIA MEDICA Av. Alfonso Ugarte Cruce Con Jr. Quilca Lima Lima AMB-21
526494587012259840,2014-10-26 22:04:26 +0000,bomberos,ACCIDENTE VEHICULAR Av.fermin Tanguis Pisco MED-8
526494342589186048,2014-10-26 22:03:27 +0000,bomberos,EMERGENCIA MEDICA Av. La Paz 1400 San Miguel
526493832259833856,2014-10-26 22:01:26 +0000,bomberos,EMERGENCIA MEDICA Cl. Jose Sanchez Lagomarcino 1786 Lima AMB-14
526491820323516417,2014-10-26 21:53:26 +0000,bomberos,EMERGENCIA MEDICA Cl. Juan Gabriel Chariarse 608 San Juan De Miraflores AMB-120
526491819744690176,2014-10-26 21:53:26 +0000,bomberos,INCENDIO Av. Costa Verde 000 Barranco M28-1
526491321197137921,2014-10-26 21:51:27 +0000,bomberos,EMERGENCIA MEDICA Av. Palermo Cruce Con Av. Canada La Victoria La Victoria AMB-4
526489062346358785,2014-10-26 21:42:28 +0000,bomberos,EMERGENCIA MEDICA Ur El Bosque Calle Los Alamos Cdra 1 AMB-81
526488044720099328,2014-10-26 21:38:26 +0000,bomberos,EMERGENCIA MEDICA Ah. Nocheto F Santa Anita AMB-2
526488044149673984,2014-10-26 21:38:26 +0000,bomberos,EMERGENCIA MEDICA Carreteras - Panamericanas Carretera Central 19.7 Chaclacayo AMB-115
526486276749672449,2014-10-26 21:31:24 +0000,bomberos,EMERGENCIA MEDICA San Jose Villa Maria Del Triunfo
526485284079554560,2014-10-26 21:27:28 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Joaquin Madrid (polo Ii) 200 San Borja M28-1,AMB-11,M11-1"
526483012855545857,2014-10-26 21:18:26 +0000,bomberos,INCENDIO Jr. Tacna 4000 San Martin De Porres M60-01
526481767172419585,2014-10-26 21:13:29 +0000,bomberos,EMERGENCIA MEDICA Av. Mariano Cornejo 400 Pueblo Libre AMB-176-1
526476737555992576,2014-10-26 20:53:30 +0000,bomberos,INCENDIO Ur. Monterrey (pachacutec) A Lote 31 Santa Anita M138-4
526473213984129024,2014-10-26 20:39:30 +0000,bomberos,EMERGENCIA MEDICA Institucion Educativa Nuestra Seora De Fatima Jr Dos De Mayo 3 Ayacucho MED-63
526470678363766784,2014-10-26 20:29:25 +0000,bomberos,EMERGENCIA MEDICA Av. Esteban Salmon 241 Rimac AMB-21
526468161387118592,2014-10-26 20:19:25 +0000,bomberos,EMERGENCIA MEDICA Av. Oscar Benavides (colonial) Cruce Con Cl. Pacasmayo Lima Lima AMB-21
526467152803790848,2014-10-26 20:15:25 +0000,bomberos,EMERGENCIA MEDICA Santa Maria Sur Callao
526463891262668800,2014-10-26 20:02:27 +0000,bomberos,MATERIALES PELIGROSOS (INCIDENTE) Prol Peru 45 San Martin De Porres
526462372643618816,2014-10-26 19:56:25 +0000,bomberos,RESCATE Av. Punta Del Este 000 Jesus Maria M36-1
526460613179215872,2014-10-26 19:49:26 +0000,bomberos,EMERGENCIA MEDICA Av. Emancipacion (arequipa) Cruce Con Jr. Chancay Lima Lima AMB-2
526458342353682432,2014-10-26 19:40:24 +0000,bomberos,EMERGENCIA MEDICA Cp. Los Eucaliptos Mz L Lote 13 Puente Piedra AMB-124
526456590711685122,2014-10-26 19:33:26 +0000,bomberos,INCENDIO Jr. Arequipa 3400 San Martin De Porres M65-1
526456341708435456,2014-10-26 19:32:27 +0000,bomberos,EMERGENCIA MEDICA Av. Micaela Bastidas (miguel Iglesias) Cruce Con Av. 1 De Mayo Villa El Salvador Villa El Salvador AMB-160
526454826256072704,2014-10-26 19:26:26 +0000,bomberos,EMERGENCIA MEDICA Cl. Alicia Alarcon 339 San Martin De Porres AMB-21
526454320125202434,2014-10-26 19:24:25 +0000,bomberos,"ACCIDENTE VEHICULAR Cl. Los Topacios Cruce Con Av. Guardia Chalaca Bellavista Bellavista M5-5,AMB-60,M60-01"
526454073458180096,2014-10-26 19:23:26 +0000,bomberos,EMERGENCIA MEDICA Residencial San Felipe Jesus Maria AMB-202
526450050009149440,2014-10-26 19:07:27 +0000,bomberos,EMERGENCIA MEDICA Cl. San Agustin 724 Surquillo AMB-28
526449295885877248,2014-10-26 19:04:27 +0000,bomberos,EMERGENCIA MEDICA Av. Jose Granda 3000 San Martin De Porres AMB-65
526449294782787584,2014-10-26 19:04:27 +0000,bomberos,INCENDIO Puente Quebrada Verde Pachacamac M160-3
526449043925655552,2014-10-26 19:03:27 +0000,bomberos,EMERGENCIA MEDICA Ur. San Agustin Comas AMB-124
526444256366718976,2014-10-26 18:44:26 +0000,bomberos,EMERGENCIA MEDICA Jr. Enrique Barreda 340 La Victoria AMB-8
526442509745262592,2014-10-26 18:37:29 +0000,bomberos,EMERGENCIA MEDICA Costa Verde MED-100
526440747089006592,2014-10-26 18:30:29 +0000,bomberos,EMERGENCIA MEDICA Av Las Dalias 300 Huaral AMB-44
526439973416108032,2014-10-26 18:27:25 +0000,bomberos,EMERGENCIA MEDICA Garibaldi N 6 Chorrillos SAMU-6
526439225882083328,2014-10-26 18:24:26 +0000,bomberos,RESCATE Av Las Dalias Ate RES-4
526439225391345664,2014-10-26 18:24:26 +0000,bomberos,EMERGENCIA MEDICA Tupac Amaru Km 18 Carabayllo
526437712573001728,2014-10-26 18:18:26 +0000,bomberos,EMERGENCIA MEDICA Uv. N 3 Block 8 Dpto A-2 Lima
526437712203890688,2014-10-26 18:18:25 +0000,bomberos,EMERGENCIA MEDICA Religioso Parroquia Nuestra Seora De Los Desamparados Brea AMB-176-1
526436954083459072,2014-10-26 18:15:25 +0000,bomberos,EMERGENCIA MEDICA Religioso Iglesia Las Nazarenas Lima AMB-202
526436451127681024,2014-10-26 18:13:25 +0000,bomberos,EMERGENCIA MEDICA Ah. Husares De Junin K Lote 18 San Martin De Porres AMB-2
526431412996812800,2014-10-26 17:53:24 +0000,bomberos,EMERGENCIA MEDICA Av. Caminos Del Inca 2800 SAMU-6
526431170100473857,2014-10-26 17:52:26 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Monseor Roca Y Boloa Cruce Con Av. Tomas Marsano (atocongo) Miraflores Miraflores RES-134,AMB-28,RES-4"
526431169420996608,2014-10-26 17:52:26 +0000,bomberos,INCENDIO Av. Victor Malasquez Pachacamac
526431169014169600,2014-10-26 17:52:25 +0000,bomberos,EMERGENCIA MEDICA San Fernando Alto Lurigancho AMB-32
526430915011305472,2014-10-26 17:51:25 +0000,bomberos,RESCATE Av. Jose Pardo 600 RES-28
526426882947174401,2014-10-26 17:35:24 +0000,bomberos,SERVICIO ESPECIAL Procesion Sr De Luren Ica AMB-22
526425874615533568,2014-10-26 17:31:23 +0000,bomberos,EMERGENCIA MEDICA Cl. Alfonso Ugarte 133 Comas AMB-124
526425374595776513,2014-10-26 17:29:24 +0000,bomberos,EMERGENCIA MEDICA Cl. Salta 105 Pueblo Libre AMB-14
526425127958110209,2014-10-26 17:28:25 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Av. Gilbert Germardus Mercator (32) 511 San Borja AMB-28,M11-1"
526424627980279808,2014-10-26 17:26:26 +0000,bomberos,EMERGENCIA MEDICA Pl. Mariscal Castilla 000 Lima
526423877963227136,2014-10-26 17:23:27 +0000,bomberos,EMERGENCIA MEDICA Av. Central (a) Cruce Con Jr. Ludwing Van Beethoven (los Alamos) (1) Santiago De Surco Santiago De Surco AMB-11
526422863214292992,2014-10-26 17:19:25 +0000,bomberos,EMERGENCIA MEDICA Av. Flor De Amancaes 625
526422119501275136,2014-10-26 17:16:28 +0000,bomberos,MATERIALES PELIGROSOS (INCIDENTE) Cl. Saenz Pea 500 Villa Maria Del Triunfo
526421596488359936,2014-10-26 17:14:23 +0000,bomberos,EMERGENCIA MEDICA Pte Larco Mar 100 Miraflores AMB-28
526421343022350336,2014-10-26 17:13:23 +0000,bomberos,EMERGENCIA MEDICA Cl. Pomacocha (tahuantinsuyo) (chincheros) 200 Santa Anita AMB-138
526420096580063233,2014-10-26 17:08:26 +0000,bomberos,EMERGENCIA MEDICA Ciudad Del Deporte Sector Izquierdo Mz E1 Lt 14 Ventanilla AMB-75
526418594641743872,2014-10-26 17:02:28 +0000,bomberos,INCENDIO Pasaje Zarumilla San Carlos Nazca
526417319464296449,2014-10-26 16:57:23 +0000,bomberos,"ACCIDENTE VEHICULAR Av. Alfonso Ugarte 700 Lima MATPEL-4,AMB-168,RES-4"
526416321391915009,2014-10-26 16:53:26 +0000,bomberos,MATERIALES PELIGROSOS (INCIDENTE) Co. Trabajadores Unidos D Lt 13 Callao M100-2
526414558035202048,2014-10-26 16:46:25 +0000,bomberos,EMERGENCIA MEDICA Cl. Samuel Mac Mahon (30) Cruce Con Av. San Borja Norte (de Los Heroes Del Ejercito) San Borja San Borja AMB-4
526414052692873216,2014-10-26 16:44:25 +0000,bomberos,INCENDIO Av. Tupac Amaru (gerardo Unger) 1300 San Martin De Porres M8-1
526413549745487872,2014-10-26 16:42:25 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Av. Sebastian Lorente 474 Lima AMB-138,M176-3"
526412792082227201,2014-10-26 16:39:24 +0000,bomberos,EMERGENCIA MEDICA Av. General Miguel Iglesias 000 San Juan De Miraflores AMB-106
526411040557649920,2014-10-26 16:32:26 +0000,bomberos,EMERGENCIA MEDICA Jr. Pedro De Candia Cruce Con Jr. Garcia De Salcedo Santiago De Surco Santiago De Surco AMB-11
526410537245376512,2014-10-26 16:30:26 +0000,bomberos,EMERGENCIA MEDICA Av. Los Conquistadores 200 San Martin De Porres AMB-2
526409773500346368,2014-10-26 16:27:24 +0000,bomberos,EMERGENCIA MEDICA Laguna Grande 1100
526409773038964736,2014-10-26 16:27:24 +0000,bomberos,EMERGENCIA MEDICA Alfonso Ugarte Cruce Chincha MED-38
526408266835034112,2014-10-26 16:21:25 +0000,bomberos,ACCIDENTE VEHICULAR Av. Tomas Marsano (atocongo) Cruce Con Av. Monseor Roca Y Boloa Miraflores AMB-11
526407263905673216,2014-10-26 16:17:26 +0000,bomberos,EMERGENCIA MEDICA Cl. Monitor Huascar Norte 545 Rimac AMB-168
526406254575755264,2014-10-26 16:13:25 +0000,bomberos,INCENDIO Av. Manco Capac 900 La Victoria MATPEL-4
526405489333374976,2014-10-26 16:10:23 +0000,bomberos,RESCATE Av. Separadora Industrial Y Vivienda (separadora Habitacional) 2022 Ate RES-138
526404488102694913,2014-10-26 16:06:24 +0000,bomberos,EMERGENCIA MEDICA Jr. Gonzalo Martin De Trujillo (los Huanca) 163 Santiago De Surco AMB-28
526404487687458818,2014-10-26 16:06:24 +0000,bomberos,EMERGENCIA MEDICA Pj. 1ro. De Mayo E Lote 1 Chorrillos AMB-96
526402223899967488,2014-10-26 15:57:24 +0000,bomberos,EMERGENCIA MEDICA Av. Andres Aramburu 550 Surquillo AMB-11
526400464515260417,2014-10-26 15:50:25 +0000,bomberos,EMERGENCIA MEDICA Plaza De Armas De Ica AMB-22
526399966089318400,2014-10-26 15:48:26 +0000,bomberos,EMERGENCIA MEDICA Panamericana Sur Antigua Km 86 AMB-111
526397698057191425,2014-10-26 15:39:25 +0000,bomberos,EMERGENCIA MEDICA Religioso Iglesia San Jose Jesus Maria AMB-4
526397697499348992,2014-10-26 15:39:25 +0000,bomberos,"EMERGENCIA MEDICA Av. 2 De Mayo 600 AMB-83,RES-7"
526396687741624320,2014-10-26 15:35:24 +0000,bomberos,EMERGENCIA MEDICA Plazae Armas Nazca Nazca MED-82
526395926752284672,2014-10-26 15:32:23 +0000,bomberos,EMERGENCIA MEDICA Jr. El Rosario Urb Canto Grande 468 San Juan De Lurigancho AMB-2
526395681490358273,2014-10-26 15:31:25 +0000,bomberos,INCENDIO Av. Pachacutec 5400 Villa Maria Del Triunfo M106-3
526395421485436928,2014-10-26 15:30:23 +0000,bomberos,EMERGENCIA MEDICA Cl. Canta 180 Villa Maria Del Triunfo AMB-106
526393414292873217,2014-10-26 15:22:24 +0000,bomberos,EMERGENCIA MEDICA Cl. Los Ficus 000 Lurin AMB-106
526392911387451393,2014-10-26 15:20:24 +0000,bomberos,EMERGENCIA MEDICA Entrada De Aa Chaclacayo
526392911093854209,2014-10-26 15:20:24 +0000,bomberos,"MATERIALES PELIGROSOS (INCIDENTE) Av. Canada 3527 San Luis M8-1,AMB-11"
526390144015020032,2014-10-26 15:09:24 +0000,bomberos,EMERGENCIA MEDICA Jr. Hipolito Unanue 967 La Victoria AMB-4
526388642240290818,2014-10-26 15:03:26 +0000,bomberos,EMERGENCIA MEDICA 28 De Julio 100 Huaral AMB-44
526387875689271296,2014-10-26 15:00:24 +0000,bomberos,EMERGENCIA MEDICA Cl. Los Nisperos 200 Independencia AMB-65
526385362005151744,2014-10-26 14:50:24 +0000,bomberos,"INCENDIO Av. Republica Argentina 4700 Callao M5-5,M18-5,AMB-83,RES-8"
526382335609303040,2014-10-26 14:38:23 +0000,bomberos,MATERIALES PELIGROSOS (INCIDENTE) Cp San Cristobal Mz A Lt 2 Huaral M44-4
526382335026282497,2014-10-26 14:38:23 +0000,bomberos,SERVICIO ESPECIAL Colegio Humbolt Miraflores MED-100
526378813593513984,2014-10-26 14:24:23 +0000,bomberos,SERVICIO ESPECIAL 200 Millas Cruce Pachacutec AMB-160
526377300485763074,2014-10-26 14:18:22 +0000,bomberos,EMERGENCIA MEDICA Jose Balta Pisco MED-8
526376796917608448,2014-10-26 14:16:22 +0000,bomberos,RESCATE Av. Piura 349 Miraflores RES-28
526376551819272192,2014-10-26 14:15:24 +0000,bomberos,EMERGENCIA MEDICA Ca. Central Km 19.5 Chaclacayo
526376301448667137,2014-10-26 14:14:24 +0000,bomberos,EMERGENCIA MEDICA Paradero Miguel Grau AMB-115
526376301113135104,2014-10-26 14:14:24 +0000,bomberos,EMERGENCIA MEDICA Av. Defensores Del Morro (huaylas) 782 Chorrillos AMB-28
526374531817299968,2014-10-26 14:07:22 +0000,bomberos,EMERGENCIA MEDICA Jr. Washington 564 La Perla AMB-14
526373277686833153,2014-10-26 14:02:23 +0000,bomberos,SERVICIO ESPECIAL La Chutana M125-4
526370764359221248,2014-10-26 13:52:24 +0000,bomberos,EMERGENCIA MEDICA Jr. Rousseau 264 San Borja AMB-11
526368999974895616,2014-10-26 13:45:23 +0000,bomberos,EMERGENCIA MEDICA Av. Coronel Juan Pascal Pringles (la Fontana) 100 La Molina AMB-96
526367739674648576,2014-10-26 13:40:23 +0000,bomberos,EMERGENCIA MEDICA Aa Hh Cerro La Culebra AMB-80
526365730355552256,2014-10-26 13:32:24 +0000,bomberos,"INCENDIO Av. Chuquitanta 000 San Martin De Porres M65-1,M150-3,AMB-168,RES-150"
526364475197505536,2014-10-26 13:27:24 +0000,bomberos,EMERGENCIA MEDICA Panamerican Sur Frente I Mdo Santo Domingo Ica
526364216736088065,2014-10-26 13:26:23 +0000,bomberos,EMERGENCIA MEDICA Av. Angamos Este (primavera) 1500 Surquillo AMB-11
526362966166622208,2014-10-26 13:21:25 +0000,bomberos,"INCENDIO Av. Jaime Bausate Y Meza (bolivar) Cruce Con Pj. San Pablo La Victoria La Victoria M8-1,AMB-2,M176-3,RES-127"
